City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
146,Alofi,NU,67.89,overcast clouds,-19.0595,-169.9187,Taloa Heights
147,Chilca,PE,67.51,scattered clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
148,Pitimbu,BR,84.79,few clouds,-7.4706,-34.8086,Reserva do Abiaí
151,Namie,JP,76.71,clear sky,37.4833,141.0,いこいの村なみえ(福島県)
153,Keflavik,IS,55.31,broken clouds,64.0049,-22.5624,Hotel Keflavik
154,Bodo,NO,55.44,light rain,67.28,14.405,Clarion Collection Hotel Grand Bodø
155,Cascais,PT,73.26,few clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
156,Labrador City,CA,60.71,light intensity shower rain,52.9463,-66.9114,Northern Inn & Suites
157,Cockburn Town,TC,84.87,overcast clouds,21.4612,-71.1419,Osprey Beach Hotel
158,Georgetown,MY,80.02,scattered clouds,5.4112,100.3354,Cititel Penang
159,Imbituba,BR,68.86,broken clouds,-28.24,-48.6703,Praia Hotel Imbituba
160,Gadzhiyevo,RU,51.37,overcast clouds,69.2551,33.3362,Gostinitsa Oazis G. Gadzhiyevo
162,Kaifeng,CN,69.55,overcast clouds,34.7911,114.3483,Pullman Kaifeng Jianye
163,Wailua Homesteads,US,81.39,light rain,22.0669,-159.378,Wailua Bay View
164,Manismata,ID,71.92,overcast clouds,-2.4667,111.0333,Lusiawati
165,Sretensk,RU,50.36,broken clouds,52.2453,117.7093,"""Shustovskaya"""
166,Tolanaro,MG,64.47,light rain,-25.0319,46.9987,Anja Guest House
168,Dalnerechensk,RU,55.8,heavy intensity rain,45.9339,133.7225,"Royal Cafe, Bar, Hotel"
169,Muisne,EC,80.13,broken clouds,0.6,-80.0333,Quinta Samay
170,Kampong Dungun,MY,79.86,overcast clouds,3.2167,101.3167,Wasalfa Rest House
172,Babayevo,RU,52.83,broken clouds,59.3936,35.9371,Stone Mountain
173,Hamilton,US,82.89,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
175,Beloyarskiy,RU,53.38,overcast clouds,63.7119,66.6722,Gostinitsa Karibu
176,Chadan,RU,64.58,overcast clouds,51.2833,91.5833,Zharki
177,Hirara,JP,82.67,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
178,Lompoc,US,80.64,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
180,Usogorsk,RU,52.02,overcast clouds,63.4106,48.6872,"""Dom Invest - Kvartiry Posutochno"""
181,Basco,PH,81.36,heavy intensity rain,20.4487,121.9702,Nathaniel's Lodge
183,Whitehorse,CA,74.1,scattered clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
184,Namibe,AO,68.92,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
186,Kirakira,SB,76.12,light rain,-10.4544,161.9205,Upper Room Accomodation
187,New Norfolk,AU,50.72,light rain,-42.7826,147.0587,The Shingles Riverside Cottages
188,Sitangkai,PH,83.25,overcast clouds,4.6628,119.3928,Ama House
192,Thunder Bay,CA,60.78,broken clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
193,Dolores,AR,59.83,broken clouds,-36.3132,-57.6792,Apart Hotel - Arianos
194,Alliance,US,81.48,overcast clouds,40.9153,-81.1059,"Holiday Inn Express & Suites Alliance, an IHG Hotel"
196,Sitka,US,60.69,light rain,57.0531,-135.33,Westmark Sitka
197,Sovetskaya Gavan',RU,58.14,light rain,48.9723,140.2878,"Хостел ""Пилигрим"""
202,Tianpeng,CN,69.21,overcast clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
203,Acarau,BR,84.25,clear sky,-2.8856,-40.12,castelo pizzaria
204,Amga,RU,56.79,clear sky,60.8953,131.9608,Algys
205,Franklin,US,81.57,broken clouds,39.9667,-83.0166,Courtyard by Marriott Columbus Downtown
206,Odessa,UA,79.29,clear sky,46.4775,30.7326,Londonskaya Hotel
211,Nishinoomote,JP,81.93,clear sky,30.7333,131.0,Hotel Lexton Tanegashima
215,Plesetsk,RU,52.86,overcast clouds,62.708,40.2916,Medvedov Guest House
216,Coronel Dorrego,AR,65.19,clear sky,-38.7187,-61.2873,Hotel America
217,Kilindoni,TZ,76.15,clear sky,-7.9139,39.6668,Bustani B&B
218,Jitra,MY,76.89,scattered clouds,6.2681,100.4217,Hotel Darulaman
220,Isafjordur,IS,50.04,scattered clouds,66.0755,-23.124,Hótel Horn
223,Nuku'Alofa,TO,71.13,overcast clouds,-21.1333,-175.2,Little Italy Hotel
225,Brad,RO,66.11,moderate rain,46.1333,22.7833,Juliana Ball Room
227,Axim,GH,76.21,few clouds,4.8699,-2.2405,Axim Beach Resort And Spa
228,Conception Bay South,CA,73.04,overcast clouds,47.4999,-52.9981,Newfound Inn & Suites
230,Belo Sur Tsiribihina,MG,72.09,scattered clouds,-19.7,44.55,Hotel Restaurant du Menabe
232,Lorengau,PG,79.72,overcast clouds,-2.0226,147.2712,Harbourside Hotel Limited
233,Klyuchi,RU,60.37,clear sky,52.2667,79.1667,Vesolaya Mayovka
234,Castillos,UY,59.34,broken clouds,-34.1667,-53.8333,HOTEL A MI GENTE
235,Pingliang,CN,60.73,clear sky,35.5392,106.6861,North Gate Hostel
237,Hobyo,SO,77.68,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
238,Takoradi,GH,76.17,few clouds,4.8845,-1.7554,Raybow International Hotel
239,Broken Hill,AU,60.67,overcast clouds,-31.95,141.4333,Royal Exchange Hotel
241,Carnarvon,AU,67.59,clear sky,-24.8667,113.6333,Hospitality Carnarvon
242,Sokur,RU,53.96,clear sky,55.2093,83.319,Gostinitsa Svetlana
244,Nova Sintra,CV,75.29,broken clouds,14.8667,-24.7167,Hotel Pousada Nova Sintra
245,Inowroclaw,PL,63.55,overcast clouds,52.7989,18.2639,Pod Tężnią
248,Ulladulla,AU,54.61,overcast clouds,-35.35,150.4667,Sandpiper Motel
249,Kapa'A,US,82.72,light rain,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
252,Arno,SE,61.79,overcast clouds,60.1167,18.6333,Haga Gård och stall
253,Pyay,MM,76.01,overcast clouds,18.8167,95.2167,Shwe Pyi Thar
255,Guilin,CN,71.71,few clouds,25.2819,110.2864,Grand 0773 Hotel
