City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
265,Puerto Aysen,CL,23-08-28 14:54:13,-45.4,-72.7,42.84,93,75,0.0,broken clouds
266,Lazaro Cardenas,MX,23-08-28 14:54:13,17.9583,-102.2,84.31,74,19,5.26,few clouds
267,Gadzhiyevo,RU,23-08-28 14:54:13,69.2551,33.3362,54.55,73,13,5.37,few clouds
268,Hobyo,SO,23-08-28 14:54:14,5.3505,48.5268,78.91,78,6,28.25,clear sky
269,Arenapolis,BR,23-08-28 14:52:20,-14.4503,-56.8461,95.94,29,0,3.24,clear sky
270,Kapuskasing,CA,23-08-28 14:54:14,49.4169,-82.4331,57.29,67,40,10.36,scattered clouds
271,Saipan,MP,23-08-28 14:54:15,15.1355,145.701,79.5,89,20,8.05,few clouds
272,Nagqu,CN,23-08-28 14:54:15,31.5,92.0,40.21,95,100,4.16,overcast clouds
273,Fort Mcmurray,CA,23-08-28 14:54:16,56.7268,-111.381,60.31,94,0,5.75,mist
274,Mount Gambier,AU,23-08-28 14:54:16,-37.8333,140.7667,49.48,77,100,6.15,overcast clouds
275,Kirensk,RU,23-08-28 14:54:16,57.7853,108.1119,61.61,83,11,1.72,few clouds
276,Georgiyevka,KZ,23-08-28 14:54:17,43.0369,74.7114,60.84,77,20,8.95,few clouds
277,Nuuk,GL,23-08-28 14:54:17,64.1835,-51.7216,47.57,64,100,40.13,overcast clouds
278,Praia Da Vitoria,PT,23-08-28 14:54:17,38.7333,-27.0667,79.05,83,20,13.18,few clouds
279,Flying Fish Cove,CX,23-08-28 14:54:18,-10.4217,105.6791,74.88,88,75,9.22,broken clouds
280,Broken Hill,AU,23-08-28 14:54:18,-31.95,141.4333,57.83,43,1,7.0,clear sky
281,Castillos,UY,23-08-28 14:54:18,-34.1667,-53.8333,55.83,62,31,5.59,scattered clouds
282,Kailua-Kona,US,23-08-28 14:52:57,19.6406,-155.9956,75.16,83,40,5.99,scattered clouds
283,Klaksvik,FO,23-08-28 14:54:20,62.2266,-6.589,52.72,83,100,1.45,overcast clouds
284,Reyes,BO,23-08-28 14:54:20,-14.3167,-67.3833,80.56,44,75,5.75,broken clouds
285,Crane,US,23-08-28 14:54:21,31.3974,-102.3501,77.07,64,80,8.21,broken clouds
286,Rowlett,US,23-08-28 14:50:38,32.9029,-96.5639,85.37,68,0,10.0,clear sky
287,Sydney,AU,23-08-28 14:50:42,-33.8679,151.2073,57.36,87,40,8.05,scattered clouds
288,Mao,ES,23-08-28 14:54:22,39.8885,4.2658,79.36,47,20,17.27,few clouds
289,Hotan,CN,23-08-28 14:55:22,37.0997,79.9269,77.67,26,99,5.06,overcast clouds
290,Touros,BR,23-08-28 14:55:23,-5.1989,-35.4608,86.27,57,9,13.6,clear sky
291,Shingu,JP,23-08-28 14:55:23,33.7333,135.9833,75.43,92,71,4.25,broken clouds
292,Auki,SB,23-08-28 14:55:23,-8.7676,160.7034,75.85,88,83,8.32,broken clouds
293,Tazovsky,RU,23-08-28 14:55:24,67.4667,78.7,50.63,70,14,3.85,few clouds
294,Balabac,PH,23-08-28 14:55:24,7.9868,117.0645,83.7,79,84,17.56,broken clouds
295,St. John'S,CA,23-08-28 14:51:37,47.5649,-52.7093,71.67,91,100,12.66,light intensity shower rain
296,El Granada,US,23-08-28 14:55:25,37.5027,-122.4694,66.09,90,100,12.66,mist
297,The Dalles,US,23-08-28 14:55:25,45.5946,-121.1787,72.21,81,0,12.66,haze
298,Salinopolis,BR,23-08-28 14:52:28,-0.6136,-47.3561,86.09,63,0,10.11,clear sky
299,Nizao,DO,23-08-28 14:55:26,18.25,-70.2,88.36,72,57,6.13,broken clouds
300,Bela,IN,23-08-28 14:55:26,25.9333,81.9833,79.9,77,93,6.62,overcast clouds
301,Ponta Delgada,PT,23-08-28 14:55:26,37.7333,-25.6667,77.72,73,75,16.11,broken clouds
302,Bowen,AU,23-08-28 14:51:29,-20.0167,148.2333,66.07,82,0,11.34,clear sky
303,Hami,CN,23-08-28 14:55:27,42.8,93.45,90.37,12,81,25.61,broken clouds
304,Xinglongshan,CN,23-08-28 14:55:27,43.9561,125.4661,67.75,83,40,6.71,light rain
305,Chui,UY,23-08-28 14:55:28,-33.6971,-53.4616,56.08,62,65,3.4,broken clouds
306,Guerrero Negro,MX,23-08-28 14:55:28,27.9769,-114.0611,71.64,78,0,5.73,clear sky
307,Ulanhot,CN,23-08-28 14:55:28,46.0833,122.0833,58.28,87,43,6.85,scattered clouds
308,Alice,US,23-08-28 14:53:08,27.7523,-98.0697,87.49,76,0,4.61,clear sky
309,Argo,GR,23-08-28 14:55:30,37.6333,22.7333,89.78,47,40,5.77,scattered clouds
310,Kayangel,PW,23-08-28 14:55:30,8.0823,134.7173,82.4,82,100,13.87,light rain
311,Cooper'S Town,BS,23-08-28 14:55:30,26.8667,-77.5167,83.46,71,16,3.42,few clouds
312,Punta Alta,AR,23-08-28 14:55:31,-38.8759,-62.0736,60.08,39,96,27.11,overcast clouds
313,Chengde,CN,23-08-28 14:55:31,40.9725,117.9361,61.07,64,1,5.75,clear sky
314,Makoua,CG,23-08-28 14:55:32,0.0069,15.6333,86.47,59,69,4.47,broken clouds
315,Kerikeri,NZ,23-08-28 14:55:32,-35.2268,173.9474,37.9,91,3,3.87,clear sky
316,Salaqi,CN,23-08-28 14:55:32,40.5414,110.5108,68.54,31,3,7.58,clear sky
317,Lodwar,KE,23-08-28 14:55:32,3.1191,35.5973,94.32,25,66,12.12,broken clouds
318,Wanxian,CN,23-08-28 14:55:33,30.8039,108.3897,74.84,86,15,1.63,few clouds
319,Chaman,PK,23-08-28 14:55:33,30.9236,66.4512,83.75,12,0,10.22,clear sky
320,Port Alfred,ZA,23-08-28 14:54:21,-33.5906,26.891,69.19,75,8,4.0,clear sky
321,Noshiro,JP,23-08-28 14:55:34,40.2039,140.0242,75.0,90,71,2.08,broken clouds
322,Papao,PF,23-08-28 14:55:34,-17.75,-149.55,76.68,76,36,9.73,scattered clouds
323,Alofi,NU,23-08-28 14:55:34,-19.0595,-169.9187,62.49,88,75,1.14,broken clouds
324,Kill Devil Hills,US,23-08-28 14:51:21,36.0307,-75.676,84.2,85,75,6.91,broken clouds
325,Kokomo,US,23-08-28 14:43:54,40.4864,-86.1336,68.22,80,0,6.91,clear sky
326,Bay Roberts,CA,23-08-28 14:55:35,47.5999,-53.2648,72.05,88,94,7.0,overcast clouds
327,Syktyvkar,RU,23-08-28 14:55:36,61.6764,50.8099,55.13,76,20,7.0,few clouds
328,Cannonvale,AU,23-08-28 14:55:36,-20.2833,148.7,69.19,78,0,12.93,clear sky
329,Emerald,AU,23-08-28 14:55:36,-23.5333,148.1667,55.35,61,4,8.59,clear sky
330,Tomatlan,MX,23-08-28 14:55:36,19.9333,-105.25,79.21,85,100,3.31,overcast clouds
331,Itamaraca,BR,23-08-28 14:55:37,-7.7478,-34.8256,82.45,56,31,5.99,scattered clouds
332,Krasnyy Yar,RU,23-08-28 14:55:37,46.5331,48.3456,84.13,51,92,11.72,light rain
333,Minas De Marcona,PE,23-08-28 14:55:37,-15.2119,-75.1103,62.38,66,38,11.52,scattered clouds
334,Sinabang,ID,23-08-28 14:55:37,2.4803,96.3801,79.88,81,99,2.93,overcast clouds
335,Monrovia,LR,23-08-28 14:55:38,6.3005,-10.7969,82.17,74,96,11.61,overcast clouds
336,Vodice,HR,23-08-28 14:55:38,43.7608,15.7828,84.16,75,100,22.84,overcast clouds
337,Mili,MH,23-08-28 14:56:38,6.0815,171.735,82.8,75,100,8.41,light rain
338,Covington,US,23-08-28 14:56:39,39.0837,-84.5086,75.88,68,0,9.22,clear sky
339,Kowary,PL,23-08-28 14:56:39,50.7931,15.8356,60.85,99,100,24.0,overcast clouds
340,Caleta Olivia,AR,23-08-28 14:56:39,-46.4393,-67.5281,52.56,46,98,22.06,overcast clouds
341,Mossel Bay,ZA,23-08-28 14:56:40,-34.1831,22.146,75.13,64,0,8.1,clear sky
342,Laguna,US,23-08-28 14:56:40,38.421,-121.4238,79.09,75,0,3.0,clear sky
343,Fonte Boa,BR,23-08-28 14:56:40,-2.4959,-66.2662,88.34,51,66,2.13,broken clouds
344,San Antonio De Pale,GQ,23-08-28 14:56:40,-1.4014,5.6325,75.99,82,17,10.92,few clouds
345,Kani Keli,YT,23-08-28 14:56:41,-12.9536,45.1033,78.06,71,1,11.83,clear sky
346,El Nido,PH,23-08-28 14:56:41,11.1858,119.3956,81.72,84,100,18.63,moderate rain
347,Dalbandin,PK,23-08-28 14:56:41,28.8947,64.4101,94.44,14,1,14.67,clear sky
348,Gargalianoi,GR,23-08-28 14:56:42,37.0667,21.6333,88.36,65,0,6.87,clear sky
349,Lompoc,US,23-08-28 14:56:42,34.6391,-120.4579,78.78,100,0,5.75,clear sky
350,Colby,US,23-08-28 14:56:42,39.3958,-101.0524,70.09,70,75,14.97,broken clouds
351,Rafsanjan,IR,23-08-28 14:56:42,30.4067,55.9939,92.21,13,3,7.61,clear sky
352,Huron,US,23-08-28 14:56:43,41.1501,-82.5499,70.68,78,0,9.13,clear sky
353,New Norfolk,AU,23-08-28 14:56:43,-42.7826,147.0587,50.88,95,96,3.47,overcast clouds
354,Recani,MA,23-08-28 14:56:43,31.2846,-4.2688,99.59,12,0,9.37,clear sky
355,Tulun,RU,23-08-28 14:53:48,54.5611,100.5792,64.31,78,96,5.28,overcast clouds
356,Caleta De Carquin,PE,23-08-28 14:56:44,-11.0925,-77.6267,69.53,72,43,10.18,scattered clouds
357,Codrington,AU,23-08-28 14:56:44,-38.2667,141.9667,51.66,85,100,7.52,overcast clouds
358,Mezhdurechenskiy,RU,23-08-28 14:56:45,59.6,65.9333,53.94,79,100,6.93,overcast clouds
359,Garachico,ES,23-08-28 14:56:45,28.7781,-17.7646,77.11,61,40,18.41,scattered clouds
360,Nishinoomote,JP,23-08-28 14:56:45,30.7333,131.0,81.46,82,17,16.64,few clouds
361,Hasaki,JP,23-08-28 14:56:45,35.7333,140.8333,80.31,89,90,14.23,overcast clouds
362,Mejit,MH,23-08-28 14:56:46,10.2753,170.8646,81.59,78,65,13.06,moderate rain
363,Sandakan,MY,23-08-28 14:56:46,5.8402,118.1179,83.88,83,20,1.14,few clouds
364,Ribeira Brava,PT,23-08-28 14:56:46,32.65,-17.0667,83.71,65,0,4.59,clear sky
365,Urangan,AU,23-08-28 14:56:47,-25.3,152.9,64.74,74,20,8.57,few clouds
366,Tofol,FM,23-08-28 14:56:47,5.3248,163.0078,84.33,73,99,11.12,light rain
367,Las Lomas,PA,23-08-28 14:53:50,8.4333,-82.4,83.61,79,20,2.3,few clouds
368,Port Arthur,CN,23-08-28 14:56:47,38.8,121.2667,70.02,85,92,19.8,overcast clouds
369,Ovalle,CL,23-08-28 14:56:48,-30.5983,-71.2003,70.45,24,1,3.69,clear sky
370,Kismayo,SO,23-08-28 14:56:48,-0.3582,42.5454,78.53,79,5,15.57,clear sky
371,Winburg,ZA,23-08-28 14:56:48,-28.518,27.0093,69.33,13,0,4.79,clear sky
372,Duong Dong,VN,23-08-28 14:56:48,10.2167,103.9667,84.2,84,40,9.22,scattered clouds
373,Keskin,TR,23-08-28 14:56:49,39.6731,33.6136,80.87,22,4,12.21,clear sky
374,Ulladulla,AU,23-08-28 14:56:49,-35.35,150.4667,52.21,90,83,5.03,broken clouds
375,Beloyarskiy,RU,23-08-28 14:56:49,63.7119,66.6722,51.78,71,9,5.21,clear sky
376,Llandudno,GB,23-08-28 14:56:50,53.325,-3.8315,63.88,42,47,4.0,scattered clouds
377,Sinan,KR,23-08-28 14:56:50,34.8262,126.1086,80.71,90,100,17.52,overcast clouds
378,Paracuru,BR,23-08-28 14:56:50,-3.41,-39.0306,82.11,64,100,9.4,light rain
379,Narasannapeta,IN,23-08-28 14:56:50,18.4167,84.05,83.16,75,49,6.62,scattered clouds
380,Cooma,AU,23-08-28 14:56:51,-36.2333,149.1333,40.19,94,2,3.91,clear sky
381,Grand Forks,US,23-08-28 14:56:51,47.9417,-97.4337,66.13,82,0,11.5,haze
382,Bokoro,TD,23-08-28 14:56:51,12.3807,17.0568,94.64,42,79,6.78,broken clouds
383,Tyukhtet,RU,23-08-28 14:56:52,56.5389,89.3011,69.35,75,100,5.79,overcast clouds
384,Aban,RU,23-08-28 14:56:52,56.67,96.06,67.41,75,99,7.45,overcast clouds
385,Vilhena,BR,23-08-28 14:56:52,-12.7406,-60.1458,79.02,65,0,11.5,clear sky
386,Saint Croix,VI,23-08-28 14:56:52,17.7397,-64.7388,90.05,66,40,10.36,scattered clouds
387,Tabou,CI,23-08-28 14:57:53,4.423,-7.3528,79.5,75,100,8.37,overcast clouds
388,Lae,PG,23-08-28 14:57:53,-6.7221,146.9847,75.13,88,92,2.71,overcast clouds
389,Kudahuvadhoo,MV,23-08-28 14:57:54,2.6708,72.8944,82.18,76,38,8.46,scattered clouds
390,Sarangani,PH,23-08-28 14:57:54,5.4033,125.4636,82.58,78,58,9.1,broken clouds
391,Happy Valley-Goose Bay,CA,23-08-28 14:57:54,53.3168,-60.3315,62.91,72,20,0.0,few clouds
392,Yen Vinh,VN,23-08-28 14:57:54,18.6667,105.6667,82.78,77,100,2.01,overcast clouds
393,Newman,US,23-08-28 14:57:55,37.3138,-121.0208,66.25,11,0,4.05,clear sky
394,Kayes,ML,23-08-28 14:57:55,14.0,-11.0,83.01,74,87,7.99,moderate rain
395,Pontianak,ID,23-08-28 14:57:55,-0.0333,109.3333,78.78,88,40,3.44,scattered clouds
396,Rumoi,JP,23-08-28 14:57:55,43.9344,141.6428,64.36,93,74,4.99,broken clouds
397,Nelson Bay,AU,23-08-28 14:57:56,-32.7167,152.15,57.99,92,21,4.0,few clouds
398,Chonchi,CL,23-08-28 14:57:56,-42.6128,-73.8092,51.12,83,39,5.08,light rain
399,Sarankhola,BD,23-08-28 14:57:56,22.3082,89.7897,82.63,82,38,4.23,scattered clouds
400,Groningen,NL,23-08-28 14:54:43,53.25,6.75,69.1,68,100,8.05,overcast clouds
401,Tolanaro,MG,23-08-28 14:57:57,-25.0319,46.9987,69.87,68,40,11.5,light rain
402,Ibimirim,BR,23-08-28 14:57:57,-8.5406,-37.6903,94.35,26,0,4.18,clear sky
403,Floro,NO,23-08-28 14:57:57,61.5996,5.0328,59.07,72,75,8.05,broken clouds
404,Ormara,PK,23-08-28 14:57:58,25.2088,64.6357,79.77,83,28,20.47,scattered clouds
405,Puerto Armuelles,PA,23-08-28 14:57:58,8.2833,-82.8667,84.18,72,46,1.01,light rain
406,Inhambane,MZ,23-08-28 14:57:58,-23.865,35.3833,68.68,64,89,13.96,overcast clouds
407,Balqash,KZ,23-08-28 14:57:58,46.8481,74.995,68.59,37,0,17.9,clear sky
408,Ijebu-Jesa,NG,23-08-28 14:57:59,7.6833,4.8167,83.5,67,76,5.44,broken clouds
409,Kavaratti,IN,23-08-28 14:57:59,10.5669,72.642,82.65,74,99,8.39,overcast clouds
410,Iowa Park,US,23-08-28 14:57:59,33.9515,-98.6687,84.94,59,0,9.22,clear sky
411,Tono,JP,23-08-28 14:58:00,39.3167,141.5333,70.9,96,39,1.74,scattered clouds
412,Coronel Du Graty,AR,23-08-28 14:58:00,-27.6804,-60.9146,69.03,22,0,10.67,clear sky
413,Beledweyne,SO,23-08-28 14:58:00,4.7358,45.2036,92.97,31,87,26.93,overcast clouds
414,South Hedland,AU,23-08-28 14:58:01,-20.4089,118.5983,66.13,52,5,5.75,clear sky
415,Xilin Hot,CN,23-08-28 14:58:01,43.9667,116.0333,55.47,63,49,6.69,scattered clouds
416,Hamma Bouziane,DZ,23-08-28 14:58:01,36.412,6.596,81.37,31,40,18.41,scattered clouds
417,Sabang,ID,23-08-28 14:58:02,5.8933,95.3214,83.44,75,7,20.89,clear sky
418,Loango,CG,23-08-28 14:58:02,-4.6719,11.8312,78.46,78,40,10.36,scattered clouds
419,Thunder Bay,CA,23-08-28 14:56:42,48.4001,-89.3168,58.98,82,75,3.44,broken clouds
420,Howard Springs,AU,23-08-28 14:58:03,-12.497,131.047,73.31,86,100,2.73,overcast clouds
421,Ixtapa,MX,23-08-28 14:54:15,20.7,-105.2,81.23,84,100,2.48,overcast clouds
422,Pokhara,NP,23-08-28 14:58:05,28.2333,83.9833,70.39,93,12,3.76,few clouds
423,Thurso,GB,23-08-28 14:58:05,58.5927,-3.5259,59.25,79,90,14.05,overcast clouds
424,Kavieng,PG,23-08-28 14:58:06,-2.5744,150.7967,80.92,81,94,12.46,overcast clouds
425,El Dorado,US,23-08-28 14:56:32,38.7666,-120.5177,74.68,44,0,3.8,clear sky
426,Dan Gora,NG,23-08-28 14:58:07,11.5349,8.1522,89.56,46,53,1.14,broken clouds
427,Bukene,TZ,23-08-28 14:58:07,-4.2333,32.8833,86.27,15,7,9.08,clear sky
428,Trondheim,NO,23-08-28 14:58:07,63.4305,10.3951,59.99,84,100,1.68,overcast clouds
429,Peace River,CA,23-08-28 14:58:07,56.2501,-117.286,53.91,93,0,5.75,smoke
430,Antsiranana,MG,23-08-28 14:58:08,-12.2787,49.2917,79.56,57,20,11.5,few clouds
431,San Jose De Jachal,AR,23-08-28 14:58:08,-30.2406,-68.7469,68.99,15,0,4.05,clear sky
432,Birao,CF,23-08-28 14:58:08,10.2849,22.7882,84.85,65,93,6.4,overcast clouds
433,Olinda,BR,23-08-28 14:58:09,-8.0089,-34.8553,82.13,65,20,8.05,few clouds
434,Hilo,US,23-08-28 14:58:09,19.7297,-155.09,72.63,95,100,4.61,light rain
435,Porbandar,IN,23-08-28 14:59:10,21.6422,69.6093,82.2,67,92,15.86,overcast clouds
436,La'Ie,US,23-08-28 14:59:11,21.6477,-157.9253,75.16,78,17,1.99,light rain
437,Castuera,ES,23-08-28 14:59:11,38.732,-5.5439,85.1,16,0,7.49,clear sky
438,Lodja,CD,23-08-28 14:59:11,-3.4833,23.4333,81.03,60,96,6.87,overcast clouds
439,Serchhip,IN,23-08-28 14:59:12,23.3,92.8333,68.16,99,94,1.1,overcast clouds
440,Daru,PG,23-08-28 14:59:12,-9.0763,143.2092,75.63,85,95,15.55,overcast clouds
441,Zeya,RU,23-08-28 14:59:12,53.75,127.2667,54.48,75,27,3.33,scattered clouds
442,Selfoss,IS,23-08-28 14:59:13,63.9331,-20.9971,59.04,75,90,8.55,overcast clouds
443,Enewetak,MH,23-08-28 14:59:13,11.3474,162.3373,81.54,80,100,19.75,overcast clouds
444,Utrik,MH,23-08-28 14:59:13,11.2278,169.8474,82.85,76,87,13.85,overcast clouds
445,Gilford,US,23-08-28 14:59:14,43.5476,-71.4067,73.42,86,100,6.91,overcast clouds
446,Nikolayevsk-On-Amure,RU,23-08-28 14:59:14,53.1406,140.73,54.81,77,2,2.84,clear sky
447,Okondja,GA,23-08-28 14:59:15,-0.6549,13.6753,81.84,78,95,3.44,light rain
448,Hachinohe,JP,23-08-28 14:59:15,40.5,141.5,72.61,93,30,3.09,scattered clouds
449,Genhe,CN,23-08-28 14:59:17,50.7833,121.5167,56.89,62,97,1.72,overcast clouds
450,Wenchang,CN,23-08-28 14:59:17,30.904,118.4887,67.87,97,100,5.17,overcast clouds
451,Ust'-Barguzin,RU,23-08-28 14:59:18,53.45,108.9833,60.13,77,53,4.54,broken clouds
452,Okeho,NG,23-08-28 14:59:18,8.0333,3.35,80.92,69,67,4.83,broken clouds
453,Laojunmiao,CN,23-08-28 14:59:18,39.8333,97.7333,66.9,22,95,19.89,overcast clouds
454,Martinsville,US,23-08-28 14:54:21,36.6915,-79.8725,74.35,94,100,3.44,heavy intensity rain
455,Tabuk,PH,23-08-28 14:59:19,17.4189,121.4443,74.71,95,100,3.58,overcast clouds
456,Tadine,NC,23-08-28 14:59:20,-21.55,167.8833,66.87,80,68,13.27,broken clouds
457,Yeppoon,AU,23-08-28 14:59:20,-23.1333,150.7333,60.58,84,3,8.03,clear sky
458,Wanning,CN,23-08-28 14:59:21,18.8003,110.3967,81.86,87,100,3.91,overcast clouds
459,Cukai,MY,23-08-28 14:59:21,4.25,103.4167,77.0,89,91,5.35,light rain
460,Smithers,CA,23-08-28 14:59:21,54.7804,-127.1743,48.52,93,40,4.61,smoke
461,Axim,GH,23-08-28 14:59:22,4.8699,-2.2405,78.19,84,95,9.91,light rain
462,Tumayr,SA,23-08-28 14:59:22,25.7039,45.868,105.22,9,7,8.79,clear sky
463,Nogliki,RU,23-08-28 14:59:22,51.8333,143.1667,53.91,75,0,9.4,clear sky
464,Mokhsogollokh,RU,23-08-28 14:59:23,61.4681,128.9203,59.16,73,26,2.04,scattered clouds
465,San Pedro Pochutla,MX,23-08-28 14:59:23,15.7333,-96.4667,77.72,88,100,3.18,light rain
466,Aykhal,RU,23-08-28 14:59:23,66.0,111.5,60.87,81,99,2.57,overcast clouds
467,Richfield,US,23-08-28 14:57:54,44.8833,-93.283,74.8,67,20,12.66,few clouds
468,Howrah,IN,23-08-28 14:59:24,22.5892,88.3103,89.6,70,40,3.44,haze
469,Monte Caseros,AR,23-08-28 14:59:24,-30.2536,-57.6363,58.73,39,0,13.18,clear sky
470,Nago,JP,23-08-28 14:59:25,26.5881,127.9761,84.63,85,3,7.54,clear sky
471,Bathsheba,BB,23-08-28 14:59:25,13.2167,-59.5167,86.61,79,20,12.66,few clouds
472,Raduzhny,RU,23-08-28 14:59:25,62.0961,77.475,57.49,74,100,8.03,overcast clouds
473,Tazacorte,ES,23-08-28 14:59:26,28.629,-17.9293,79.77,61,40,18.41,scattered clouds
474,Salaga,GH,23-08-28 14:59:26,8.5508,-0.5188,80.49,79,100,1.92,moderate rain
475,Puerto Deseado,AR,23-08-28 14:59:26,-47.7503,-65.8938,46.67,67,100,16.08,overcast clouds
476,Arteche,PH,23-08-28 14:59:27,12.2645,125.4048,81.09,79,100,10.67,overcast clouds
477,Cabedelo,BR,23-08-28 14:59:27,-6.9811,-34.8339,84.87,63,62,8.93,broken clouds
478,Haldensleben I,DE,23-08-28 14:59:28,52.2891,11.4098,70.83,50,100,4.21,overcast clouds
479,Sur,OM,23-08-28 14:59:28,22.5667,59.5289,88.34,66,95,3.29,overcast clouds
480,Aksu,CN,23-08-28 14:59:28,41.1231,80.2644,78.26,25,23,8.16,few clouds
481,West Plains,US,23-08-28 15:00:25,36.7281,-91.8524,75.09,79,75,10.36,broken clouds
482,Arraial Do Cabo,BR,23-08-28 15:00:32,-22.9661,-42.0278,64.26,88,100,12.66,mist
483,Debila,DZ,23-08-28 15:00:33,33.5167,6.95,95.07,23,0,11.5,haze
484,Gumdag,TM,23-08-28 15:00:37,39.2061,54.5906,86.36,16,0,13.24,clear sky
485,Itaituba,BR,23-08-28 15:00:38,-4.2761,-55.9836,95.16,52,0,5.75,clear sky
486,Talagang,PK,23-08-28 15:00:38,32.9297,72.4158,86.47,54,33,13.62,scattered clouds
487,Kemijarvi,FI,23-08-28 15:00:39,66.7131,27.4306,64.51,59,100,6.31,overcast clouds
488,Pisco,PE,23-08-28 15:00:48,-13.7,-76.2167,68.05,68,100,13.8,overcast clouds
489,Sainyabuli,LA,23-08-28 15:00:49,19.25,101.75,72.68,98,85,1.34,overcast clouds
490,Solwezi,ZM,23-08-28 15:00:49,-12.1688,26.3894,80.55,25,10,11.1,clear sky
491,El Sauzal De Rodriguez,MX,23-08-28 15:00:50,31.9,-116.6833,79.84,44,0,3.6,clear sky
492,Leyva Solano,MX,23-08-28 15:00:50,25.6667,-108.6417,87.96,77,0,4.79,clear sky
493,Colares,PT,23-08-28 15:00:50,38.7992,-9.4469,82.08,55,20,26.46,few clouds
494,Sao Joao Do Piaui,BR,23-08-28 15:00:51,-8.3581,-42.2467,98.28,24,0,5.91,clear sky
495,Weihai,CN,23-08-28 14:58:34,37.5017,122.1136,74.32,83,74,25.05,broken clouds
496,Yoko,CM,23-08-28 15:00:52,5.5333,12.3167,77.49,84,97,0.2,moderate rain
497,Barentu,ER,23-08-28 15:00:53,15.1139,37.5928,85.82,47,72,8.55,broken clouds
498,Belmonte,BR,23-08-28 15:00:55,-15.8631,-38.8828,83.98,59,71,4.36,broken clouds
499,Palmer,US,23-08-28 15:00:55,42.1584,-72.3287,75.78,68,75,0.0,broken clouds
500,Akrehamn,NO,23-08-28 15:00:56,59.2667,5.1833,59.25,82,75,6.91,broken clouds
501,Benguela,AO,23-08-28 15:00:56,-12.5763,13.4055,70.45,85,64,8.34,broken clouds
502,Soe,ID,23-08-28 15:00:56,-9.8607,124.284,65.41,83,100,7.83,overcast clouds
503,Champerico,GT,23-08-28 15:01:02,14.3,-91.9167,84.42,76,88,1.23,overcast clouds
504,Villa Hernandarias,AR,23-08-28 15:01:04,-31.231,-59.985,58.24,28,0,12.01,clear sky
505,Dryden,CA,23-08-28 15:01:05,49.7833,-92.7503,62.89,94,100,3.44,overcast clouds
506,Sao Jose Da Coroa Grande,BR,23-08-28 15:01:05,-8.8978,-35.1478,84.6,57,6,6.58,clear sky
507,Tobruk,LY,23-08-28 15:01:06,32.0836,23.9764,81.0,80,0,9.73,clear sky
508,Terrace,CA,23-08-28 15:01:07,54.5163,-128.6035,55.31,76,20,5.75,smoke
509,Eskisehir,TR,23-08-28 15:00:36,39.7767,30.5206,79.68,39,0,12.21,clear sky
510,Shimoda,JP,23-08-28 15:01:08,34.6667,138.95,78.1,89,70,8.12,broken clouds
511,Vila Velha,BR,23-08-28 15:01:00,-20.3297,-40.2925,69.75,93,100,6.91,light rain
512,Kenai,US,23-08-28 15:01:10,60.5544,-151.2583,51.15,93,100,5.21,light rain
513,Port Douglas,AU,23-08-28 15:01:00,-16.4833,145.4667,63.73,97,100,3.87,light rain
514,Camargo,MX,23-08-28 15:01:11,27.6667,-105.1667,78.51,29,100,4.07,overcast clouds
515,Hammerfest,NO,23-08-28 14:59:32,70.6634,23.6821,64.85,52,0,6.91,clear sky
516,Caernarfon,GB,23-08-28 15:01:13,53.1413,-4.2702,63.09,33,75,14.97,broken clouds
517,Saimbeyli,TR,23-08-28 15:01:14,37.9863,36.0906,67.73,70,93,6.85,light rain
518,Ringim,NG,23-08-28 15:01:15,12.1548,9.1619,93.78,36,83,0.69,broken clouds
519,Vorgashor,RU,23-08-28 15:01:15,67.5833,63.95,45.64,88,85,1.57,overcast clouds
520,Grand Falls-Windsor,CA,23-08-28 14:59:45,48.9332,-55.6649,68.5,88,86,11.18,light rain
521,Malango,ID,23-08-28 15:01:16,-2.9627,119.9001,64.38,98,44,1.92,scattered clouds
522,Niamey,NE,23-08-28 14:57:01,13.5137,2.1098,93.49,40,0,6.91,clear sky
523,Kolonia Town,FM,23-08-28 15:01:17,6.964,158.206,81.99,77,100,5.1,moderate rain
524,Miquelon,PM,23-08-28 15:01:18,47.0975,-56.3814,66.2,86,9,23.06,clear sky
525,Camenca,MD,23-08-28 15:01:18,48.0319,28.6978,101.19,15,1,6.35,clear sky
526,Deqen,CN,23-08-28 15:01:19,29.9618,90.7188,52.23,81,24,5.23,few clouds
527,Villa Bruzual,VE,23-08-28 15:01:19,9.3328,-69.1208,85.93,71,11,4.65,few clouds
528,Akureyri,IS,23-08-28 15:00:10,65.6835,-18.0878,53.53,66,75,5.75,broken clouds
529,Fort St. John,CA,23-08-28 15:00:00,56.2499,-120.8529,60.69,63,0,6.91,smoke
530,Boende,CD,23-08-28 15:02:21,-0.2167,20.8667,90.1,48,86,2.33,overcast clouds
531,Baker City,US,23-08-28 15:01:08,44.7749,-117.8344,77.65,39,0,2.37,clear sky
532,Quellon,CL,23-08-28 15:02:22,-43.1167,-73.6167,46.65,87,40,6.91,light rain
533,Salalah,OM,23-08-28 15:02:22,17.0151,54.0924,78.71,87,55,5.75,broken clouds
534,Lemvig,DK,23-08-28 15:02:23,56.5486,8.3102,64.2,78,18,14.29,few clouds
