City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
154,La Passe,FR,23-08-28 14:51:37,45.5549,-0.8967,77.23,55,9,18.84,clear sky
155,Nouadhibou,MR,23-08-28 14:51:38,20.931,-17.0347,87.78,51,45,16.11,sand
156,Dudinka,RU,23-08-28 14:51:38,69.4058,86.1778,52.63,81,99,6.82,overcast clouds
157,Lihue,US,23-08-28 14:51:39,21.9789,-159.3672,80.19,79,75,13.8,light rain
158,Lospalos,TL,23-08-28 14:51:39,-8.5186,127.0025,69.89,81,97,7.2,overcast clouds
159,Posadas,AR,23-08-28 14:48:30,-27.3671,-55.8961,60.78,51,0,8.05,clear sky
160,Vikulovo,RU,23-08-28 14:51:40,56.8167,70.6107,52.5,98,100,7.02,overcast clouds
161,Nova Sintra,CV,23-08-28 14:51:40,14.8667,-24.7167,76.28,77,93,15.01,overcast clouds
162,Mana,GF,23-08-28 14:51:40,5.6592,-53.7767,88.57,63,19,8.84,few clouds
163,North Ward,AU,23-08-28 14:51:40,-19.2454,146.8075,66.11,82,1,5.75,clear sky
164,Pamandzi,YT,23-08-28 14:51:41,-12.7967,45.2794,78.58,73,0,8.05,clear sky
165,Aasiaat,GL,23-08-28 14:51:41,68.7098,-52.8699,38.34,86,100,12.62,overcast clouds
166,Vila Franca Do Campo,PT,23-08-28 14:51:41,37.7167,-25.4333,77.41,70,66,11.43,broken clouds
167,Mumbai,IN,23-08-28 14:43:34,19.0144,72.8479,82.38,89,40,6.91,haze
168,Krapivinskiy,RU,23-08-28 14:51:42,54.9992,86.8133,66.7,82,100,3.22,overcast clouds
169,Tela,HN,23-08-28 14:51:42,15.7833,-87.45,82.35,74,75,0.0,broken clouds
170,Zheleznogorsk-Ilimskiy,RU,23-08-28 14:51:43,56.5768,104.1217,60.98,73,42,2.59,scattered clouds
171,Meget,RU,23-08-28 14:51:43,52.415,104.0494,61.56,82,18,5.03,few clouds
172,Madang,PG,23-08-28 14:51:43,-5.2246,145.7966,78.19,91,99,3.0,overcast clouds
173,Mantua,IT,23-08-28 14:51:43,45.1667,10.7833,74.95,61,87,8.79,moderate rain
174,Minzhu,CN,23-08-28 14:51:44,43.7286,127.3447,63.5,92,100,5.03,light rain
175,Asau,RO,23-08-28 14:51:44,46.4333,26.4,94.28,22,0,8.43,clear sky
176,Petropavlovsk-Kamchatsky,RU,23-08-28 14:51:45,53.0452,158.6483,48.79,93,75,6.71,broken clouds
177,Weno,FM,23-08-28 14:51:45,7.4515,151.8468,78.75,94,100,5.75,light intensity shower rain
178,Rio Grande,BR,23-08-28 14:50:22,-32.035,-52.0986,62.71,60,2,2.51,clear sky
179,Klyuchi,RU,23-08-28 14:51:45,52.2667,79.1667,66.96,51,100,5.91,overcast clouds
180,Antofagasta,CL,23-08-28 14:51:46,-23.65,-70.4,65.48,58,14,6.8,few clouds
181,Shimla,IN,23-08-28 14:48:03,31.1,77.1667,59.04,85,0,3.22,clear sky
182,Sandnessjoen,NO,23-08-28 14:51:46,66.0217,12.6316,66.72,72,75,5.75,light rain
183,Fort Frances,CA,23-08-28 14:51:46,48.5999,-93.4003,63.16,82,75,0.0,broken clouds
184,Vallegrande,BO,23-08-28 14:51:47,-18.4897,-64.1069,66.74,45,23,5.77,few clouds
185,Pekan,MY,23-08-28 14:51:47,3.4836,103.3996,77.11,89,9,4.99,clear sky
186,Palikir - National Government Center,FM,23-08-28 14:51:47,6.9248,158.1611,80.87,77,100,6.02,moderate rain
187,Sinop,TR,23-08-28 14:51:48,41.7711,34.8709,73.83,55,0,7.54,clear sky
188,Atafu Village,TK,23-08-28 14:51:48,-8.5421,-172.5159,82.58,77,95,13.53,light rain
189,Manaure,CO,23-08-28 14:51:48,11.7751,-72.4445,88.99,62,91,5.48,overcast clouds
190,Beberibe,BR,23-08-28 14:49:06,-4.1797,-38.1306,84.49,59,87,9.57,overcast clouds
191,Steinkjer,NO,23-08-28 14:52:49,64.193,11.3851,54.54,97,100,3.69,overcast clouds
192,Albany,US,23-08-28 14:46:45,42.6001,-73.9662,73.81,80,0,1.01,clear sky
193,Port Lincoln,AU,23-08-28 14:52:50,-34.7333,135.8667,60.01,65,91,11.39,overcast clouds
194,Juneau,US,23-08-28 14:50:30,58.3019,-134.4197,63.1,100,75,0.0,mist
195,Taltal,CL,23-08-28 14:52:50,-25.4,-70.4833,65.93,57,25,2.68,scattered clouds
196,Ad Darb,SA,23-08-28 14:52:50,17.7229,42.2526,98.83,34,29,12.84,scattered clouds
197,El Calafate,AR,23-08-28 14:48:31,-50.3408,-72.2768,38.28,70,0,6.82,clear sky
198,Mizan Teferi,ET,23-08-28 14:52:51,6.9833,35.5833,73.24,72,52,1.34,broken clouds
199,Torres,BR,23-08-28 14:52:51,-29.3353,-49.7269,59.83,56,0,4.21,clear sky
200,Khovd,MN,23-08-28 14:52:52,48.0056,91.6419,75.29,23,95,4.99,overcast clouds
201,Rongelap,MH,23-08-28 14:52:52,11.1635,166.8941,82.6,80,53,13.91,broken clouds
202,Tsiombe,MG,23-08-28 14:52:52,-25.3,45.4833,66.18,57,86,12.66,overcast clouds
203,Kragujevac,RS,23-08-28 14:52:53,44.0167,20.9167,95.29,17,90,9.8,overcast clouds
204,Calvinia,ZA,23-08-28 14:52:53,-31.4707,19.776,74.86,14,0,16.06,clear sky
205,Liman,UA,23-08-28 14:52:53,48.9884,37.8023,85.68,33,86,7.74,overcast clouds
206,Rosarito,MX,23-08-28 14:51:16,32.3333,-117.0333,74.39,60,0,8.1,clear sky
207,Fortaleza,BR,23-08-28 14:48:08,-3.7227,-38.5247,86.13,62,75,11.5,broken clouds
208,Bruay-Sur-L'Escaut,FR,23-08-28 14:52:54,50.3992,3.5438,71.33,64,95,10.2,overcast clouds
209,Savanna-La-Mar,JM,23-08-28 14:52:54,18.219,-78.1332,87.75,71,100,10.71,overcast clouds
210,Kelibia,TN,23-08-28 14:52:55,36.8476,11.0939,82.65,44,40,12.66,scattered clouds
211,Geneseo,US,23-08-28 14:52:55,42.7959,-77.8169,71.04,74,57,3.78,broken clouds
212,Leo,BF,23-08-28 14:52:55,11.1,-2.1,82.56,72,99,8.3,moderate rain
213,Keflavik,IS,23-08-28 14:52:56,64.0049,-22.5624,57.11,71,75,21.85,broken clouds
214,Silifke,TR,23-08-28 14:52:56,36.3778,33.9344,84.99,63,23,10.49,few clouds
215,Ankang,CN,23-08-28 14:52:56,32.68,109.0172,69.67,81,2,2.42,clear sky
216,Goba,ET,23-08-28 14:52:56,7.0167,39.9833,58.37,75,28,6.06,scattered clouds
217,Saint-Affrique,FR,23-08-28 14:52:57,43.9558,2.8892,67.78,45,32,19.62,light rain
218,Tumaco,CO,23-08-28 14:52:57,1.7986,-78.8156,81.91,77,45,7.65,scattered clouds
219,Kalininsk,RU,23-08-28 14:52:57,51.5,44.4758,63.66,41,11,12.41,few clouds
220,Shache,CN,23-08-28 14:52:58,38.4167,77.2406,73.71,69,95,29.17,light rain
221,Brieselang,DE,23-08-28 14:52:58,52.5833,13.0,71.1,57,100,2.86,overcast clouds
222,Alice Springs,AU,23-08-28 14:51:10,-23.7,133.8833,51.35,30,0,4.61,clear sky
223,Nizhniy Kuranakh,RU,23-08-28 14:52:58,58.8353,125.4869,57.09,90,30,2.08,scattered clouds
224,Tura,IN,23-08-28 14:52:59,25.5198,90.2201,75.13,89,98,3.31,overcast clouds
225,Carnarvon,AU,23-08-28 14:52:59,-24.8667,113.6333,67.3,71,0,11.48,clear sky
226,Amet,IN,23-08-28 14:52:59,25.3,73.9333,76.33,72,0,9.42,clear sky
227,Iskateley,RU,23-08-28 14:53:00,67.6803,53.1512,47.79,78,100,5.17,overcast clouds
228,Port Mathurin,MU,23-08-28 14:53:00,-19.6833,63.4167,72.9,78,16,23.64,few clouds
229,Kununurra,AU,23-08-28 14:53:00,-15.7667,128.7333,66.18,55,100,0.0,overcast clouds
230,Rundu,NA,23-08-28 14:53:00,-17.9333,19.7667,87.58,20,36,12.19,scattered clouds
231,Kingaroy,AU,23-08-28 14:53:01,-26.5333,151.8333,49.59,95,63,3.74,broken clouds
232,Galliano,US,23-08-28 14:53:01,29.4422,-90.2992,86.0,70,0,10.36,clear sky
233,Tindouf,DZ,23-08-28 14:53:01,27.6711,-8.1474,109.85,11,0,14.97,clear sky
234,Freetown,SL,23-08-28 14:53:02,8.484,-13.2299,74.91,100,75,4.61,moderate rain
235,Baikonur,KZ,23-08-28 14:53:02,45.6167,63.3167,70.18,27,54,14.16,broken clouds
236,Gao,ML,23-08-28 14:53:03,16.6362,1.637,99.72,24,92,12.44,overcast clouds
237,Oskaloosa,US,23-08-28 14:53:03,41.2964,-92.6444,73.4,64,0,0.0,clear sky
238,Qamdo,CN,23-08-28 14:53:04,31.1667,97.2333,44.15,78,90,4.05,overcast clouds
239,San Luis De La Loma,MX,23-08-28 14:53:04,17.2706,-100.8939,84.88,73,25,4.83,scattered clouds
240,Borba,BR,23-08-28 14:53:05,-4.3878,-59.5939,101.26,24,0,4.63,clear sky
241,Bikenibeu Village,KI,23-08-28 14:54:05,1.3673,173.1241,82.2,74,100,10.8,light rain
242,Manokwari,ID,23-08-28 14:49:19,-0.8667,134.0833,79.03,82,95,3.31,overcast clouds
243,Pont Rouge,CA,23-08-28 14:54:06,48.8833,-72.0825,64.69,57,0,4.94,clear sky
244,Altai,MN,23-08-28 14:54:06,46.3722,96.2583,62.04,37,0,4.68,clear sky
245,Tumut,AU,23-08-28 14:54:07,-35.3,148.2167,47.14,91,36,4.45,scattered clouds
246,Las Heras,AR,23-08-28 14:54:07,-46.5419,-68.9359,48.16,54,93,16.96,overcast clouds
247,Semirom,IR,23-08-28 14:54:07,31.4167,51.5667,75.04,13,0,5.73,clear sky
248,Kaa-Khem,RU,23-08-28 14:54:08,51.6833,94.7333,75.81,34,80,6.4,broken clouds
249,Nova Xavantina,BR,23-08-28 14:54:08,-14.6667,-52.35,96.15,31,0,5.19,clear sky
250,Juegang,CN,23-08-28 14:54:08,32.3174,121.1855,75.9,97,100,9.42,overcast clouds
251,Whitehorse,CA,23-08-28 14:54:09,60.7161,-135.0538,54.81,71,20,3.44,few clouds
252,Cherdyn',RU,23-08-28 14:54:09,60.403,56.4787,50.47,90,58,5.73,broken clouds
253,Queenstown,ZA,23-08-28 14:52:11,-31.8976,26.8753,71.56,14,3,2.51,clear sky
254,Whakatane,NZ,23-08-28 14:54:09,-37.9585,176.9854,37.89,97,6,6.2,clear sky
255,Mastic Beach,US,23-08-28 14:53:55,40.7668,-72.8521,73.13,82,100,6.91,overcast clouds
256,Trincomalee,LK,23-08-28 14:54:10,8.5711,81.2335,84.0,74,100,6.17,overcast clouds
257,Saurimo,AO,23-08-28 14:54:10,-9.6608,20.3916,91.72,24,0,9.22,clear sky
258,Gebeit,SD,23-08-28 14:54:11,21.0667,36.3167,102.11,12,51,12.39,broken clouds
259,Saint-Pierre,RE,23-08-28 14:54:11,-21.3393,55.4781,74.88,73,20,14.97,light rain
260,Dhidhdhoo,MV,23-08-28 14:54:11,6.8833,73.1,82.53,77,91,10.13,overcast clouds
261,Kot Mumin,PK,23-08-28 14:54:12,32.1895,73.028,93.2,44,91,12.37,overcast clouds
262,Lerwick,GB,23-08-28 14:54:12,60.1545,-1.1494,57.2,77,89,14.43,overcast clouds
263,Sterling,US,23-08-28 14:47:15,39.0062,-77.4286,77.34,78,75,7.0,broken clouds
264,Lesnikovo,RU,23-08-28 14:54:13,55.2822,65.3175,56.57,55,78,6.93,broken clouds
